Variable,Value,Year,Date,DOY
Precip,0.0696,1982,19821018,291
Precip,0.687,1982,19821023,296
Precip,0.7019,1982,19821028,301
Precip,0.0,1982,19821102,306
Precip,0.1166,1982,19821107,311
Precip,0.0157,1982,19821112,316
Precip,0.6158,1982,19821117,321
Precip,0.0328,1982,19821122,326
Precip,1.2132,1982,19821127,331
Precip,0.5068,1982,19821202,336
Precip,0.005,1982,19821207,341
Precip,0.4546,1982,19821212,346
Precip,0.4503,1982,19821217,351
Precip,0.3651,1982,19821222,356
Precip,0.0232,1982,19821227,361
Precip,0.1112,1983,19830101,1
Precip,0.1821,1983,19830106,6
Precip,0.0,1983,19830111,11
Precip,0.156,1983,19830116,16
Precip,0.1934,1983,19830121,21
Precip,0.3012,1983,19830126,26
Precip,0.0031,1983,19830131,31
Precip,0.5615,1983,19830205,36
Precip,0.6444,1983,19830210,41
Precip,0.1501,1983,19830215,46
Precip,0.0,1983,19830220,51
Precip,0.5157,1983,19830225,56
Precip,0.1324,1983,19830302,61
Precip,0.2161,1983,19830307,66
Precip,0.8854,1983,19830312,71
Precip,0.2741,1983,19830317,76
Precip,0.5243,1983,19830322,81
Precip,0.8113,1983,19830327,86
Precip,0.326,1983,19830401,91
Precip,0.0953,1983,19830406,96
Precip,0.0445,1983,19830411,101
Precip,0.0208,1983,19830416,106
Precip,0.1883,1983,19830421,111
Precip,0.9066,1983,19830426,116
Precip,0.5518,1983,19830501,121
Precip,0.1382,1983,19830506,126
Precip,0.6988,1983,19830511,131
Precip,0.5973,1983,19830516,136
Precip,0.0077,1983,19830521,141
Precip,0.0003,1983,19830526,146
Precip,0.2939,1983,19830531,151
Precip,0.077,1983,19830605,156
Precip,0.6247,1983,19830610,161
Precip,0.0175,1983,19830615,166
Precip,0.0965,1983,19830620,171
Precip,0.2521,1983,19830625,176
Precip,0.2664,1983,19830630,181
Precip,0.7676,1983,19830705,186
Precip,0.0794,1983,19830710,191
Precip,0.0253,1983,19830715,196
Precip,0.2343,1983,19830720,201
Precip,0.032,1983,19830725,206
Precip,0.2081,1983,19830730,211
Precip,0.2465,1983,19830804,216
Precip,0.1482,1983,19830809,221
Precip,0.4995,1983,19830814,226
Precip,0.8346,1983,19830819,231
Precip,0.0009,1983,19830824,236
Precip,0.0354,1983,19830829,241
Precip,0.2493,1983,19830903,246
Precip,0.0281,1983,19830908,251
Precip,0.0,1983,19830913,256
Precip,0.0439,1983,19830918,261
Precip,0.5982,1983,19830923,266
Precip,0.9636,1983,19830928,271
Precip,0.0194,1983,19831003,276
Precip,0.4461,1983,19831008,281
Precip,0.3009,1983,19831013,286
Precip,0.0825,1983,19831018,291
Precip,0.0837,1983,19831023,296
Precip,0.2413,1983,19831028,301
Precip,0.6005,1983,19831102,306
Precip,0.4167,1983,19831107,311
Precip,0.4898,1983,19831112,316
Precip,1.0044,1983,19831117,321
Precip,0.3428,1983,19831122,326
Precip,0.7314,1983,19831127,331
Precip,1.1603,1983,19831202,336
Precip,0.4722,1983,19831207,341
Precip,0.5815,1983,19831212,346
Precip,0.3269,1983,19831217,351
Precip,0.5873,1983,19831222,356
Precip,0.311,1983,19831227,361
Precip,0.0086,1984,19840101,1
Precip,0.0042,1984,19840106,6
Precip,0.1926,1984,19840111,11
Precip,0.0557,1984,19840116,16
Precip,0.2715,1984,19840121,21
Precip,0.001,1984,19840126,26
Precip,0.007,1984,19840131,31
Precip,0.0315,1984,19840205,36
Precip,0.9798,1984,19840210,41
Precip,0.5065,1984,19840215,46
Precip,0.1236,1984,19840220,51
Precip,0.0587,1984,19840225,56
Precip,0.085,1984,19840301,61
Precip,0.1972,1984,19840306,66
Precip,0.3661,1984,19840311,71
Precip,0.3671,1984,19840316,76
Precip,0.1246,1984,19840321,81
Precip,0.104,1984,19840326,86
Precip,0.1024,1984,19840331,91
Precip,0.6989,1984,19840405,96
Precip,0.114,1984,19840410,101
Precip,0.6247,1984,19840415,106
Precip,0.2815,1984,19840420,111
Precip,0.2198,1984,19840425,116
Precip,0.696,1984,19840430,121
Precip,0.0108,1984,19840505,126
Precip,0.2977,1984,19840510,131
Precip,0.1009,1984,19840515,136
Precip,0.0129,1984,19840520,141
Precip,0.007,1984,19840525,146
Precip,0.2079,1984,19840530,151
Precip,0.6392,1984,19840604,156
Precip,0.7831,1984,19840609,161
Precip,0.0642,1984,19840614,166
Precip,0.0204,1984,19840619,171
Precip,0.0457,1984,19840624,176
Precip,0.0345,1984,19840629,181
Precip,0.0229,1984,19840704,186
Precip,0.0,1984,19840709,191
Precip,0.002,1984,19840714,196
Precip,1.0823,1984,19840719,201
Precip,0.9237,1984,19840724,206
Precip,0.2992,1984,19840729,211
Precip,0.0882,1984,19840803,216
Precip,0.0327,1984,19840808,221
Precip,0.3114,1984,19840813,226
Precip,0.0549,1984,19840818,231
Precip,0.2693,1984,19840823,236
Precip,0.2504,1984,19840828,241
Precip,0.3513,1984,19840902,246
Precip,0.0236,1984,19840907,251
Precip,0.03,1984,19840912,256
Precip,0.454,1984,19840917,261
Precip,0.0306,1984,19840922,266
Precip,0.0902,1984,19840927,271
Precip,0.0166,1984,19841002,276
Precip,0.5422,1984,19841007,281
Precip,0.2313,1984,19841012,286
Precip,0.4124,1984,19841017,291
Precip,0.2003,1984,19841022,296
Precip,0.1231,1984,19841027,301
Precip,0.5443,1984,19841101,306
Precip,0.6571,1984,19841106,311
Precip,0.0762,1984,19841111,316
Precip,0.0,1984,19841116,321
Precip,0.2262,1984,19841121,326
Precip,0.4148,1984,19841126,331
Precip,0.001,1984,19841201,336
Precip,0.0864,1984,19841206,341
Precip,0.1696,1984,19841211,346
Precip,0.3302,1984,19841216,351
Precip,0.0711,1984,19841221,356
Precip,0.105,1984,19841226,361
Precip,0.0004,1984,19841231,366
Precip,0.0019,1985,19850101,1
Precip,0.2603,1985,19850106,6
Precip,0.0003,1985,19850111,11
Precip,0.1673,1985,19850116,16
Precip,0.0026,1985,19850121,21
Precip,0.0845,1985,19850126,26
Precip,0.1757,1985,19850131,31
Precip,0.2613,1985,19850205,36
Precip,0.206,1985,19850210,41
Precip,0.005,1985,19850215,46
Precip,0.5875,1985,19850220,51
Precip,0.266,1985,19850225,56
Precip,0.7051,1985,19850302,61
Precip,0.016,1985,19850307,66
Precip,0.0327,1985,19850312,71
Precip,0.0435,1985,19850317,76
Precip,0.4124,1985,19850322,81
Precip,0.2325,1985,19850327,86
Precip,0.0004,1985,19850401,91
Precip,0.0072,1985,19850406,96
Precip,0.0205,1985,19850411,101
Precip,0.0646,1985,19850416,106
Precip,0.4121,1985,19850421,111
Precip,0.0002,1985,19850426,116
Precip,0.0547,1985,19850501,121
Precip,0.4925,1985,19850506,126
Precip,0.3418,1985,19850511,131
Precip,0.0831,1985,19850516,136
Precip,0.1763,1985,19850521,141
Precip,0.2428,1985,19850526,146
Precip,0.3032,1985,19850531,151
Precip,0.0004,1985,19850605,156
Precip,0.0009,1985,19850610,161
Precip,0.0,1985,19850615,166
Precip,0.1922,1985,19850620,171
Precip,0.1787,1985,19850625,176
Precip,0.0,1985,19850630,181
Precip,0.0221,1985,19850705,186
Precip,0.4589,1985,19850710,191
Precip,0.0716,1985,19850715,196
Precip,0.21,1985,19850720,201
Precip,0.2438,1985,19850725,206
Precip,0.1392,1985,19850730,211
Precip,0.0,1985,19850804,216
Precip,0.0,1985,19850809,221
Precip,0.0008,1985,19850814,226
Precip,0.0,1985,19850819,231
Precip,0.0011,1985,19850824,236
Precip,0.3473,1985,19850829,241
Precip,0.1049,1985,19850903,246
Precip,1.2552,1985,19850908,251
Precip,0.1194,1985,19850913,256
Precip,0.0836,1985,19850918,261
Precip,0.0011,1985,19850923,266
Precip,0.0,1985,19850928,271
Precip,0.3095,1985,19851003,276
Precip,0.0235,1985,19851008,281
Precip,0.0,1985,19851013,286
Precip,0.4811,1985,19851018,291
Precip,0.0769,1985,19851023,296
Precip,0.0,1985,19851028,301
Precip,0.0698,1985,19851102,306
Precip,0.544,1985,19851107,311
Precip,0.4428,1985,19851112,316
Precip,0.1937,1985,19851117,321
Precip,0.7075,1985,19851122,326
Precip,0.5713,1985,19851127,331
Precip,0.4353,1985,19851202,336
Precip,0.5598,1985,19851207,341
Precip,0.0003,1985,19851212,346
Precip,0.0,1985,19851217,351
Precip,0.0,1985,19851222,356
Precip,0.0053,1985,19851227,361
Precip,0.402,1986,19860101,1
Precip,0.104,1986,19860106,6
Precip,0.0582,1986,19860111,11
Precip,0.2456,1986,19860116,16
Precip,0.1239,1986,19860121,21
Precip,0.1949,1986,19860126,26
Precip,0.488,1986,19860131,31
Precip,0.1096,1986,19860205,36
Precip,0.679,1986,19860210,41
Precip,3.0318,1986,19860215,46
Precip,0.3662,1986,19860220,51
Precip,0.0,1986,19860225,56
Precip,0.0252,1986,19860302,61
Precip,0.6122,1986,19860307,66
Precip,0.4662,1986,19860312,71
Precip,0.0578,1986,19860317,76
Precip,0.0,1986,19860322,81
Precip,0.1749,1986,19860327,86
Precip,0.7099,1986,19860401,91
Precip,0.3989,1986,19860406,96
Precip,0.5145,1986,19860411,101
Precip,0.1738,1986,19860416,106
Precip,0.5892,1986,19860421,111
Precip,0.1021,1986,19860426,116
Precip,0.4457,1986,19860501,121
Precip,0.9185,1986,19860506,126
Precip,0.0451,1986,19860511,131
Precip,0.073,1986,19860516,136
Precip,0.2623,1986,19860521,141
Precip,0.0,1986,19860526,146
Precip,0.1142,1986,19860531,151
Precip,0.4045,1986,19860605,156
Precip,0.0642,1986,19860610,161
Precip,0.0012,1986,19860615,166
Precip,0.0546,1986,19860620,171
Precip,0.0297,1986,19860625,176
Precip,0.005,1986,19860630,181
Precip,0.1028,1986,19860705,186
Precip,0.0141,1986,19860710,191
Precip,0.0634,1986,19860715,196
Precip,0.2927,1986,19860720,201
Precip,0.2166,1986,19860725,206
Precip,0.0,1986,19860730,211
Precip,0.0004,1986,19860804,216
Precip,0.0205,1986,19860809,221
Precip,0.0022,1986,19860814,226
Precip,0.2653,1986,19860819,231
Precip,0.1278,1986,19860824,236
Precip,0.1222,1986,19860829,241
Precip,0.0628,1986,19860903,246
Precip,0.41,1986,19860908,251
Precip,0.1081,1986,19860913,256
Precip,0.3778,1986,19860918,261
Precip,0.4061,1986,19860923,266
Precip,0.492,1986,19860928,271
Precip,0.014,1986,19861003,276
Precip,0.0116,1986,19861008,281
Precip,0.152,1986,19861013,286
Precip,0.2988,1986,19861018,291
Precip,0.0,1986,19861023,296
Precip,0.0755,1986,19861028,301
Precip,0.3823,1986,19861102,306
Precip,0.2478,1986,19861107,311
Precip,0.0316,1986,19861112,316
Precip,0.2049,1986,19861117,321
Precip,0.0185,1986,19861122,326
Precip,0.0001,1986,19861127,331
Precip,0.1861,1986,19861202,336
Precip,0.0044,1986,19861207,341
Precip,0.0,1986,19861212,346
Precip,0.0,1986,19861217,351
Precip,0.0,1986,19861222,356
Precip,0.0007,1986,19861227,361
Precip,0.4876,1987,19870101,1
Precip,0.0559,1987,19870106,6
Precip,0.0246,1987,19870111,11
Precip,0.2321,1987,19870116,16
Precip,0.1706,1987,19870121,21
Precip,0.1866,1987,19870126,26
Precip,0.1657,1987,19870131,31
Precip,0.0019,1987,19870205,36
Precip,0.353,1987,19870210,41
Precip,0.1772,1987,19870215,46
Precip,0.3646,1987,19870220,51
Precip,0.0047,1987,19870225,56
Precip,0.0902,1987,19870302,61
Precip,0.4325,1987,19870307,66
Precip,0.3227,1987,19870312,71
Precip,0.2679,1987,19870317,76
Precip,0.0,1987,19870322,81
Precip,0.0412,1987,19870327,86
Precip,0.0107,1987,19870401,91
Precip,0.0093,1987,19870406,96
Precip,0.0154,1987,19870411,101
Precip,0.098,1987,19870416,106
Precip,0.0,1987,19870421,111
Precip,0.2446,1987,19870426,116
Precip,0.021,1987,19870501,121
Precip,0.1269,1987,19870506,126
Precip,0.2661,1987,19870511,131
Precip,1.7677,1987,19870516,136
Precip,0.3829,1987,19870521,141
Precip,0.1599,1987,19870526,146
Precip,0.0018,1987,19870531,151
Precip,0.5529,1987,19870605,156
Precip,0.0345,1987,19870610,161
Precip,0.0,1987,19870615,166
Precip,0.0249,1987,19870620,171
Precip,0.3559,1987,19870625,176
Precip,0.0775,1987,19870630,181
Precip,0.093,1987,19870705,186
Precip,0.058,1987,19870710,191
Precip,0.515,1987,19870715,196
Precip,0.8781,1987,19870720,201
Precip,0.2399,1987,19870725,206
Precip,0.0006,1987,19870730,211
Precip,0.0002,1987,19870804,216
Precip,0.0693,1987,19870809,221
Precip,0.0698,1987,19870814,226
Precip,0.2079,1987,19870819,231
Precip,0.0646,1987,19870824,236
Precip,0.0042,1987,19870829,241
Precip,0.0191,1987,19870903,246
Precip,0.0,1987,19870908,251
Precip,0.0,1987,19870913,256
Precip,0.0,1987,19870918,261
Precip,0.0,1987,19870923,266
Precip,0.0001,1987,19870928,271
Precip,0.0,1987,19871003,276
Precip,0.0483,1987,19871008,281
Precip,0.0996,1987,19871013,286
Precip,0.0,1987,19871018,291
Precip,0.1787,1987,19871023,296
Precip,0.3618,1987,19871028,301
Precip,0.3257,1987,19871102,306
Precip,0.1029,1987,19871107,311
Precip,0.2561,1987,19871112,316
Precip,0.0424,1987,19871117,321
Precip,0.0392,1987,19871122,326
Precip,0.1401,1987,19871127,331
Precip,0.1561,1987,19871202,336
Precip,0.2963,1987,19871207,341
Precip,0.0109,1987,19871212,346
Precip,0.0567,1987,19871217,351
Precip,0.3171,1987,19871222,356
Precip,0.2626,1987,19871227,361
Precip,0.2303,1988,19880101,1
Precip,0.5434,1988,19880106,6
Precip,0.1664,1988,19880111,11
Precip,0.0154,1988,19880116,16
Precip,0.0,1988,19880121,21
Precip,0.3439,1988,19880126,26
Precip,0.0017,1988,19880131,31
Precip,0.1619,1988,19880205,36
Precip,0.0413,1988,19880210,41
Precip,0.0822,1988,19880215,46
Precip,0.0,1988,19880220,51
Precip,0.0774,1988,19880225,56
Precip,0.1661,1988,19880301,61
Precip,0.2791,1988,19880306,66
Precip,0.3036,1988,19880311,71
Precip,0.0052,1988,19880316,76
Precip,0.2015,1988,19880321,81
Precip,0.0418,1988,19880326,86
Precip,0.2646,1988,19880331,91
Precip,0.0087,1988,19880405,96
Precip,0.0109,1988,19880410,101
Precip,0.3084,1988,19880415,106
Precip,0.3308,1988,19880420,111
Precip,0.1501,1988,19880425,116
Precip,0.1466,1988,19880430,121
Precip,0.3846,1988,19880505,126
Precip,0.0923,1988,19880510,131
Precip,0.0004,1988,19880515,136
Precip,0.001,1988,19880520,141
Precip,0.2663,1988,19880525,146
Precip,0.2947,1988,19880530,151
Precip,0.0,1988,19880604,156
Precip,0.0,1988,19880609,161
Precip,0.0706,1988,19880614,166
Precip,0.0015,1988,19880619,171
Precip,0.3997,1988,19880624,176
Precip,0.0,1988,19880629,181
Precip,0.0,1988,19880704,186
Precip,0.0005,1988,19880709,191
Precip,0.0011,1988,19880714,196
Precip,0.0,1988,19880719,201
Precip,0.0468,1988,19880724,206
Precip,0.0667,1988,19880729,211
Precip,0.0738,1988,19880803,216
Precip,0.0412,1988,19880808,221
Precip,0.0,1988,19880813,226
Precip,0.0,1988,19880818,231
Precip,0.0,1988,19880823,236
Precip,0.0,1988,19880828,241
Precip,0.0,1988,19880902,246
Precip,0.0032,1988,19880907,251
Precip,0.0023,1988,19880912,256
Precip,0.1159,1988,19880917,261
Precip,0.0,1988,19880922,266
Precip,0.0004,1988,19880927,271
Precip,0.0,1988,19881002,276
Precip,0.0111,1988,19881007,281
Precip,0.0194,1988,19881012,286
Precip,0.0,1988,19881017,291
Precip,0.0,1988,19881022,296
Precip,0.0336,1988,19881027,301
Precip,0.23,1988,19881101,306
Precip,0.4065,1988,19881106,311
Precip,0.894,1988,19881111,316
Precip,0.384,1988,19881116,321
Precip,1.1433,1988,19881121,326
Precip,0.2313,1988,19881126,331
Precip,0.0,1988,19881201,336
Precip,0.1447,1988,19881206,341
Precip,0.0153,1988,19881211,346
Precip,0.0889,1988,19881216,351
Precip,0.8118,1988,19881221,356
Precip,0.0697,1988,19881226,361
Precip,0.1026,1988,19881231,366
Precip,0.2557,1989,19890101,1
Precip,0.7108,1989,19890106,6
Precip,0.0477,1989,19890111,11
Precip,0.0001,1989,19890116,16
Precip,0.031,1989,19890121,21
Precip,0.0,1989,19890126,26
Precip,0.4093,1989,19890131,31
Precip,0.0043,1989,19890205,36
Precip,0.1606,1989,19890210,41
Precip,0.407,1989,19890215,46
Precip,0.086,1989,19890220,51
Precip,0.1464,1989,19890225,56
Precip,1.0595,1989,19890302,61
Precip,0.553,1989,19890307,66
Precip,0.2308,1989,19890312,71
Precip,0.3502,1989,19890317,76
Precip,0.6399,1989,19890322,81
Precip,0.2484,1989,19890327,86
Precip,0.4038,1989,19890401,91
Precip,0.0,1989,19890406,96
Precip,0.0516,1989,19890411,101
Precip,0.0003,1989,19890416,106
Precip,0.0466,1989,19890421,111
Precip,0.1307,1989,19890426,116
Precip,0.0001,1989,19890501,121
Precip,0.0929,1989,19890506,126
Precip,0.4087,1989,19890511,131
Precip,0.0242,1989,19890516,136
Precip,0.0,1989,19890521,141
Precip,0.3378,1989,19890526,146
Precip,0.4711,1989,19890531,151
Precip,0.0107,1989,19890605,156
Precip,0.0237,1989,19890610,161
Precip,0.0362,1989,19890615,166
Precip,0.0676,1989,19890620,171
Precip,0.0003,1989,19890625,176
Precip,0.0,1989,19890630,181
Precip,0.0,1989,19890705,186
Precip,0.0602,1989,19890710,191
Precip,0.0032,1989,19890715,196
Precip,0.0259,1989,19890720,201
Precip,0.2456,1989,19890725,206
Precip,0.031,1989,19890730,211
Precip,0.1362,1989,19890804,216
Precip,0.1492,1989,19890809,221
Precip,0.1207,1989,19890814,226
Precip,0.3553,1989,19890819,231
Precip,0.0938,1989,19890824,236
Precip,0.0,1989,19890829,241
Precip,0.0,1989,19890903,246
Precip,0.0034,1989,19890908,251
Precip,0.3563,1989,19890913,256
Precip,0.0134,1989,19890918,261
Precip,0.0866,1989,19890923,266
Precip,0.3596,1989,19890928,271
Precip,0.0412,1989,19891003,276
Precip,0.0,1989,19891008,281
Precip,0.0,1989,19891013,286
Precip,0.1069,1989,19891018,291
Precip,0.4635,1989,19891023,296
Precip,0.1646,1989,19891028,301
Precip,0.0,1989,19891102,306
Precip,0.0,1989,19891107,311
Precip,0.0,1989,19891112,316
Precip,0.0548,1989,19891117,321
Precip,0.9246,1989,19891122,326
Precip,0.0,1989,19891127,331
Precip,0.0032,1989,19891202,336
Precip,0.0011,1989,19891207,341
Precip,0.0863,1989,19891212,346
Precip,0.0888,1989,19891217,351
Precip,0.0,1989,19891222,356
Precip,0.0,1989,19891227,361
Precip,0.1261,1990,19900101,1
Precip,0.5052,1990,19900106,6
Precip,0.6222,1990,19900111,11
Precip,0.0133,1990,19900116,16
Precip,0.0308,1990,19900121,21
Precip,0.1132,1990,19900126,26
Precip,0.2613,1990,19900131,31
Precip,0.2387,1990,19900205,36
Precip,0.0303,1990,19900210,41
Precip,0.0715,1990,19900215,46
Precip,0.0013,1990,19900220,51
Precip,0.0262,1990,19900225,56
Precip,1.0333,1990,19900302,61
Precip,0.2365,1990,19900307,66
Precip,0.0062,1990,19900312,71
Precip,0.0038,1990,19900317,76
Precip,0.2052,1990,19900322,81
Precip,0.0788,1990,19900327,86
Precip,0.0,1990,19900401,91
Precip,0.5774,1990,19900406,96
Precip,0.0063,1990,19900411,101
Precip,0.0696,1990,19900416,106
Precip,0.7552,1990,19900421,111
Precip,0.6382,1990,19900426,116
Precip,0.0115,1990,19900501,121
Precip,0.066,1990,19900506,126
Precip,0.1014,1990,19900511,131
Precip,0.1497,1990,19900516,136
Precip,0.2738,1990,19900521,141
Precip,0.781,1990,19900526,146
Precip,0.1598,1990,19900531,151
Precip,0.4367,1990,19900605,156
Precip,0.4688,1990,19900610,161
Precip,0.0426,1990,19900615,166
Precip,0.0,1990,19900620,171
Precip,0.0,1990,19900625,176
Precip,0.0583,1990,19900630,181
Precip,0.1258,1990,19900705,186
Precip,0.0021,1990,19900710,191
Precip,0.0157,1990,19900715,196
Precip,0.0063,1990,19900720,201
Precip,0.0057,1990,19900725,206
Precip,0.003,1990,19900730,211
Precip,0.0,1990,19900804,216
Precip,0.0399,1990,19900809,221
Precip,0.497,1990,19900814,226
Precip,0.1018,1990,19900819,231
Precip,0.0356,1990,19900824,236
Precip,0.0893,1990,19900829,241
Precip,0.2423,1990,19900903,246
Precip,0.0,1990,19900908,251
Precip,0.0,1990,19900913,256
Precip,0.2245,1990,19900918,261
Precip,0.0242,1990,19900923,266
Precip,0.0,1990,19900928,271
Precip,0.04,1990,19901003,276
Precip,0.0,1990,19901008,281
Precip,0.1187,1990,19901013,286
Precip,0.15,1990,19901018,291
Precip,0.0,1990,19901023,296
Precip,0.0403,1990,19901028,301
Precip,0.3452,1990,19901102,306
Precip,0.1035,1990,19901107,311
Precip,0.006,1990,19901112,316
Precip,0.5149,1990,19901117,321
Precip,0.1004,1990,19901122,326
Precip,0.0001,1990,19901127,331
Precip,0.0,1990,19901202,336
Precip,0.043,1990,19901207,341
Precip,0.4184,1990,19901212,346
Precip,0.3338,1990,19901217,351
Precip,0.2953,1990,19901222,356
Precip,0.0617,1990,19901227,361
Precip,0.0019,1991,19910101,1
Precip,0.0697,1991,19910106,6
Precip,0.6762,1991,19910111,11
Precip,0.0925,1991,19910116,16
Precip,0.0039,1991,19910121,21
Precip,0.061,1991,19910126,26
Precip,0.0007,1991,19910131,31
Precip,0.0,1991,19910205,36
Precip,0.1517,1991,19910210,41
Precip,0.1792,1991,19910215,46
Precip,0.0018,1991,19910220,51
Precip,0.4003,1991,19910225,56
Precip,1.5011,1991,19910302,61
Precip,0.2788,1991,19910307,66
Precip,0.0004,1991,19910312,71
Precip,0.0843,1991,19910317,76
Precip,0.0786,1991,19910322,81
Precip,0.0013,1991,19910327,86
Precip,0.0152,1991,19910401,91
Precip,0.1586,1991,19910406,96
Precip,0.8446,1991,19910411,101
Precip,0.5479,1991,19910416,106
Precip,0.6602,1991,19910421,111
Precip,0.0564,1991,19910426,116
Precip,0.7902,1991,19910501,121
Precip,1.5511,1991,19910506,126
Precip,0.1827,1991,19910511,131
Precip,0.0537,1991,19910516,136
Precip,0.117,1991,19910521,141
Precip,0.1645,1991,19910526,146
Precip,0.3801,1991,19910531,151
Precip,0.3625,1991,19910605,156
Precip,0.0,1991,19910610,161
Precip,0.0,1991,19910615,166
Precip,0.0372,1991,19910620,171
Precip,0.026,1991,19910625,176
Precip,0.0,1991,19910630,181
Precip,0.1312,1991,19910705,186
Precip,0.0169,1991,19910710,191
Precip,0.0307,1991,19910715,196
Precip,0.2101,1991,19910720,201
Precip,0.0475,1991,19910725,206
Precip,0.0337,1991,19910730,211
Precip,0.0719,1991,19910804,216
Precip,0.0009,1991,19910809,221
Precip,0.0942,1991,19910814,226
Precip,0.035,1991,19910819,231
Precip,0.5003,1991,19910824,236
Precip,0.0005,1991,19910829,241
Precip,0.1489,1991,19910903,246
Precip,0.6686,1991,19910908,251
Precip,0.0682,1991,19910913,256
Precip,0.0,1991,19910918,261
Precip,0.0151,1991,19910923,266
Precip,0.1424,1991,19910928,271
Precip,0.0,1991,19911003,276
Precip,0.0,1991,19911008,281
Precip,0.0,1991,19911013,286
Precip,0.0155,1991,19911018,291
Precip,0.796,1991,19911023,296
Precip,0.342,1991,19911028,301
Precip,0.1097,1991,19911102,306
Precip,0.0579,1991,19911107,311
Precip,0.621,1991,19911112,316
Precip,0.3415,1991,19911117,321
Precip,0.1431,1991,19911122,326
Precip,0.2925,1991,19911127,331
Precip,0.2117,1991,19911202,336
Precip,0.0337,1991,19911207,341
Precip,0.0008,1991,19911212,346
Precip,0.0633,1991,19911217,351
Precip,0.0,1991,19911222,356
Precip,0.0309,1991,19911227,361
Precip,0.0109,1992,19920101,1
Precip,0.0762,1992,19920106,6
Precip,0.128,1992,19920111,11
Precip,0.0175,1992,19920116,16
Precip,0.0,1992,19920121,21
Precip,0.0,1992,19920126,26
Precip,0.0,1992,19920131,31
Precip,0.0004,1992,19920205,36
Precip,0.1797,1992,19920210,41
Precip,0.2505,1992,19920215,46
Precip,0.6008,1992,19920220,51
Precip,0.016,1992,19920225,56
Precip,0.0146,1992,19920301,61
Precip,0.1132,1992,19920306,66
Precip,0.0093,1992,19920311,71
Precip,0.1593,1992,19920316,76
Precip,0.2052,1992,19920321,81
Precip,0.0792,1992,19920326,86
Precip,0.0,1992,19920331,91
Precip,0.0096,1992,19920405,96
Precip,0.0567,1992,19920410,101
Precip,0.5145,1992,19920415,106
Precip,0.1827,1992,19920420,111
Precip,0.0,1992,19920425,116
Precip,0.0286,1992,19920430,121
Precip,0.0797,1992,19920505,126
Precip,0.0033,1992,19920510,131
Precip,0.0265,1992,19920515,136
Precip,0.085,1992,19920520,141
Precip,0.0003,1992,19920525,146
Precip,0.0008,1992,19920530,151
Precip,0.0035,1992,19920604,156
Precip,0.1545,1992,19920609,161
Precip,0.849,1992,19920614,166
Precip,0.0022,1992,19920619,171
Precip,0.1994,1992,19920624,176
Precip,0.3761,1992,19920629,181
Precip,0.0,1992,19920704,186
Precip,0.4061,1992,19920709,191
Precip,0.0004,1992,19920714,196
Precip,0.0649,1992,19920719,201
Precip,0.0001,1992,19920724,206
Precip,0.0,1992,19920729,211
Precip,0.0004,1992,19920803,216
Precip,0.0,1992,19920808,221
Precip,0.0005,1992,19920813,226
Precip,0.0001,1992,19920818,231
Precip,0.0,1992,19920823,236
Precip,0.2437,1992,19920828,241
Precip,0.2294,1992,19920902,246
Precip,0.0006,1992,19920907,251
Precip,0.0,1992,19920912,256
Precip,0.0,1992,19920917,261
Precip,0.0472,1992,19920922,266
Precip,0.0,1992,19920927,271
Precip,0.5822,1992,19921002,276
Precip,0.0,1992,19921007,281
Precip,0.0,1992,19921012,286
Precip,0.0,1992,19921017,291
Precip,0.0286,1992,19921022,296
Precip,0.6588,1992,19921027,301
Precip,0.2493,1992,19921101,306
Precip,0.2015,1992,19921106,311
Precip,0.0932,1992,19921111,316
Precip,0.4457,1992,19921116,321
Precip,0.2749,1992,19921121,326
Precip,0.101,1992,19921126,331
Precip,0.6344,1992,19921201,336
Precip,0.5436,1992,19921206,341
Precip,0.1041,1992,19921211,346
Precip,0.1608,1992,19921216,351
Precip,0.0022,1992,19921221,356
Precip,0.6418,1992,19921226,361
Precip,0.0029,1992,19921231,366
Precip,0.1227,1993,19930101,1
Precip,0.4806,1993,19930106,6
Precip,0.9038,1993,19930111,11
Precip,0.4438,1993,19930116,16
Precip,0.218,1993,19930121,21
Precip,0.053,1993,19930126,26
Precip,0.0122,1993,19930131,31
Precip,0.2228,1993,19930205,36
Precip,0.2375,1993,19930210,41
Precip,0.5303,1993,19930215,46
Precip,0.6588,1993,19930220,51
Precip,0.0187,1993,19930225,56
Precip,0.008,1993,19930302,61
Precip,0.1737,1993,19930307,66
Precip,0.4499,1993,19930312,71
Precip,0.8833,1993,19930317,76
Precip,0.4095,1993,19930322,81
Precip,0.1521,1993,19930327,86
Precip,0.7345,1993,19930401,91
Precip,0.2145,1993,19930406,96
Precip,0.2837,1993,19930411,101
Precip,0.1773,1993,19930416,106
Precip,0.2945,1993,19930421,111
Precip,0.1302,1993,19930426,116
Precip,1.3641,1993,19930501,121
Precip,0.5162,1993,19930506,126
Precip,0.1403,1993,19930511,131
Precip,0.1409,1993,19930516,136
Precip,0.1297,1993,19930521,141
Precip,0.0,1993,19930526,146
Precip,0.8567,1993,19930531,151
Precip,1.3967,1993,19930605,156
Precip,0.1143,1993,19930610,161
Precip,0.0376,1993,19930615,166
Precip,0.2677,1993,19930620,171
Precip,0.0015,1993,19930625,176
Precip,0.1529,1993,19930630,181
Precip,0.0,1993,19930705,186
